index,antibiotic
7693,tetracycline
7693,tobramycin
7693,trimethoprim-sulfamethoxazole
7694,amikacin
7694,ampicillin
7694,aztreonam
7694,cefazolin
7694,cefotaxime
7694,cefoxitin
7694,ceftriaxone
7694,ciprofloxacin
7694,gentamicin
7694,nitrofurantoin
7694,tetracycline
7694,tobramycin
7694,trimethoprim-sulfamethoxazole
7695,amikacin
7695,ceftazidime
7695,ceftriaxone
7695,ciprofloxacin
7695,gentamicin
7695,levofloxacin
7695,tetracycline
7695,tobramycin
7695,trimethoprim-sulfamethoxazole
7696,amikacin
7696,cefepime
7696,ciprofloxacin
7696,doripenem
7696,gentamicin
7697,ampicillin-sulbactam
7697,cefepime
7697,cefotaxime
7697,ceftazidime
7697,ceftriaxone
7697,ciprofloxacin
7697,doripenem
7697,gentamicin
7697,imipenem
7697,levofloxacin
7697,meropenem
7697,piperacillin-tazobactam
7697,tobramycin
7697,trimethoprim-sulfamethoxazole
7698,ampicillin-sulbactam
7698,cefepime
7698,ceftazidime
7698,ciprofloxacin
7698,doripenem
7698,imipenem
7698,meropenem
7698,minocycline
7698,piperacillin-tazobactam
7699,amikacin
7699,ampicillin-sulbactam
7699,cefepime
7699,ciprofloxacin
7699,doripenem
7699,gentamicin
7699,imipenem
7699,meropenem
7699,piperacillin-tazobactam
7700,ceftazidime
7700,ciprofloxacin
7700,doripenem
7700,gentamicin
7700,imipenem
7700,meropenem
7700,piperacillin-tazobactam
7701,amikacin
7701,ampicillin-sulbactam
7701,cefepime
7701,ciprofloxacin
7701,gentamicin
7701,imipenem
7701,levofloxacin
7701,meropenem
7701,tetracycline
7701,tobramycin
7701,trimethoprim-sulfamethoxazole
7702,amikacin
7702,ampicillin
7702,aztreonam
7702,cefazolin
7702,cefoxitin
7702,ceftazidime
7702,ceftriaxone
7702,ciprofloxacin
7702,gentamicin
7702,imipenem
7702,levofloxacin
7702,meropenem
7702,nitrofurantoin
7702,tetracycline
7702,tobramycin
7702,trimethoprim-sulfamethoxazole
7703,amikacin
7703,ampicillin
7703,aztreonam
7703,cefazolin
7703,cefoxitin
7703,ceftazidime
7703,ceftriaxone
7703,ciprofloxacin
7703,gentamicin
7703,imipenem
7703,levofloxacin
7703,meropenem
7703,nitrofurantoin
7703,tetracycline
7703,tobramycin
7703,trimethoprim-sulfamethoxazole
7704,amikacin
7704,ampicillin-sulbactam
7704,ampicillin
7704,aztreonam
7704,cefazolin
7704,cefoxitin
7704,ceftazidime
7704,ceftriaxone
7704,ciprofloxacin
7704,gentamicin
7704,imipenem
7704,levofloxacin
7704,meropenem
7704,nitrofurantoin
7704,tetracycline
7704,tobramycin
7704,trimethoprim-sulfamethoxazole
7705,amikacin
7705,ampicillin
7705,aztreonam
7705,cefazolin
7705,cefotaxime
7705,cefoxitin
7705,ceftazidime
7705,ceftriaxone
7705,ciprofloxacin
7705,gentamicin
7705,imipenem
7705,levofloxacin
7705,meropenem
7705,nitrofurantoin
7705,tetracycline
7705,tobramycin
7705,trimethoprim-sulfamethoxazole
7706,amikacin
7706,ampicillin
7706,aztreonam
7706,cefazolin
7706,cefotaxime
7706,cefoxitin
7706,ceftazidime
7706,ceftriaxone
7706,ciprofloxacin
7706,gentamicin
7706,imipenem
7706,levofloxacin
7706,meropenem
7706,moxifloxacin
7706,nitrofurantoin
7706,piperacillin-tazobactam
7706,tetracycline
7706,tobramycin
7706,trimethoprim-sulfamethoxazole
7707,amikacin
7707,ampicillin
7707,aztreonam
7707,cefazolin
7707,cefotaxime
7707,cefoxitin
7707,ceftazidime
7707,ceftriaxone
7707,ciprofloxacin
7707,gentamicin
7707,imipenem
7707,levofloxacin
7707,meropenem
7707,nitrofurantoin
7707,tetracycline
7707,tobramycin
7707,trimethoprim-sulfamethoxazole
7708,amikacin
7708,ampicillin
7708,aztreonam
7708,cefazolin
7708,cefoxitin
7708,ceftazidime
7708,ceftriaxone
7708,ciprofloxacin
7708,gentamicin
7708,imipenem
7708,levofloxacin
7708,meropenem
7708,nitrofurantoin
7708,tetracycline
7708,tobramycin
7708,trimethoprim-sulfamethoxazole
7709,amikacin
7709,ampicillin-sulbactam
7709,ampicillin
7709,aztreonam
7709,cefazolin
7709,cefoxitin
7709,ceftazidime
7709,ceftriaxone
7709,ciprofloxacin
7709,gentamicin
7709,imipenem
7709,levofloxacin
7709,meropenem
7709,nitrofurantoin
7709,tobramycin
7709,trimethoprim-sulfamethoxazole
7710,ampicillin-sulbactam
7710,ampicillin
7710,aztreonam
7710,cefazolin
7710,cefotaxime
7710,cefotetan
7710,ceftazidime
7710,ceftriaxone
7710,ciprofloxacin
7710,gentamicin
7710,levofloxacin
7710,nitrofurantoin
7710,tetracycline
7710,tobramycin
7710,trimethoprim-sulfamethoxazole
7711,ampicillin
7711,aztreonam
7711,cefazolin
7711,cefoxitin
7711,ceftazidime
7711,ceftriaxone
7711,ciprofloxacin
7711,gentamicin
7711,imipenem
7711,levofloxacin
7711,nitrofurantoin
7711,tetracycline
7711,trimethoprim-sulfamethoxazole
7712,ampicillin
7712,aztreonam
7712,cefazolin
7712,cefotaxime
7712,cefoxitin
7712,ceftazidime
7712,ceftriaxone
7712,ciprofloxacin
7712,gentamicin
7712,imipenem
7712,levofloxacin
7712,meropenem
7712,moxifloxacin
7712,nitrofurantoin
7712,tetracycline
7712,trimethoprim-sulfamethoxazole
7713,ampicillin-sulbactam
7713,ampicillin
7713,aztreonam
7713,cefazolin
7713,cefotaxime
7713,cefoxitin
7713,ceftazidime
7713,ceftriaxone
7713,ciprofloxacin
7713,gentamicin
7713,nitrofurantoin
7713,tetracycline
7713,tobramycin
7714,ampicillin-sulbactam
7714,ampicillin
7714,aztreonam
7714,cefazolin
7714,cefotaxime
7714,cefoxitin
7714,ceftazidime
7714,ceftriaxone
7714,ciprofloxacin
7714,gentamicin
7714,nitrofurantoin
7714,tetracycline
7714,tobramycin
7715,ampicillin-sulbactam
7715,ampicillin
7715,aztreonam
7715,cefazolin
7715,cefotaxime
7715,cefoxitin
7715,ceftazidime
7715,ceftriaxone
7715,ciprofloxacin
7715,gentamicin
7715,levofloxacin
7715,nitrofurantoin
7715,tetracycline
7715,tobramycin
7716,ampicillin-sulbactam
7716,ampicillin
7716,aztreonam
7716,cefazolin
7716,cefotaxime
7716,cefoxitin
7716,ceftazidime
7716,ceftriaxone
7716,ciprofloxacin
7716,gentamicin
7716,levofloxacin
7716,nitrofurantoin
7716,tetracycline
7716,tobramycin
7717,ampicillin-sulbactam
7717,ampicillin
7717,aztreonam
7717,cefazolin
7717,cefotaxime
7717,cefoxitin
7717,ceftazidime
7717,ceftriaxone
7717,ciprofloxacin
7717,gentamicin
7717,nitrofurantoin
7717,tetracycline
7717,tobramycin
7718,ampicillin-sulbactam
7718,ampicillin
7718,aztreonam
7718,cefazolin
7718,cefotaxime
7718,cefoxitin
7718,ceftazidime
7718,ceftriaxone
7718,ciprofloxacin
7718,gentamicin
7718,nitrofurantoin
7718,tetracycline
7718,tobramycin
7719,ampicillin-sulbactam
7719,ampicillin
7719,aztreonam
7719,cefazolin
7719,cefotaxime
7719,cefoxitin
7719,ceftazidime
7719,ceftriaxone
7719,ciprofloxacin
7719,gentamicin
7719,levofloxacin
7719,nitrofurantoin
7719,tetracycline
7719,tobramycin
7720,ampicillin-sulbactam
7720,cefepime
7720,ceftazidime
7720,ceftriaxone
7720,ciprofloxacin
7720,gentamicin
7720,tetracycline
7720,tobramycin
7721,amikacin
7721,ampicillin-sulbactam
7721,cefepime
7721,ceftazidime
7721,ciprofloxacin
7721,doripenem
7721,gentamicin
7721,imipenem
7721,meropenem
7721,piperacillin-tazobactam
7722,amikacin
7722,ampicillin-sulbactam
7722,cefepime
7722,ceftazidime
7722,ciprofloxacin
7722,doripenem
7722,gentamicin
7722,imipenem
7722,meropenem
7722,piperacillin-tazobactam
7723,amikacin
7723,ampicillin-sulbactam
7723,cefepime
7723,ceftazidime
7723,ciprofloxacin
7723,doripenem
7723,gentamicin
7723,imipenem
7723,meropenem
7723,piperacillin-tazobactam
7724,amikacin
7724,ampicillin-sulbactam
7724,cefepime
7724,ceftazidime
7724,ciprofloxacin
7724,colistin
7724,doripenem
7724,gentamicin
7724,imipenem
7724,meropenem
7724,piperacillin-tazobactam
7724,polymyxin B
7725,ampicillin-sulbactam
7725,ampicillin
7725,aztreonam
7725,cefazolin
7725,cefotaxime
7725,cefotetan
7725,ceftazidime
7725,ceftriaxone
7725,ciprofloxacin
7725,gentamicin
7725,levofloxacin
7725,nitrofurantoin
7725,tetracycline
7725,trimethoprim-sulfamethoxazole
7726,ampicillin-sulbactam
7726,ampicillin
7726,aztreonam
7726,cefazolin
7726,cefotaxime
7726,cefoxitin
7726,ceftazidime
7726,ceftriaxone
7726,ciprofloxacin
7726,gentamicin
7726,nitrofurantoin
7726,tetracycline
7726,trimethoprim-sulfamethoxazole
7727,ampicillin-sulbactam
7727,cefepime
7727,ceftazidime
7727,ceftriaxone
7727,ciprofloxacin
7727,gentamicin
7727,levofloxacin
7727,tetracycline
7727,trimethoprim-sulfamethoxazole
7728,amikacin
7728,cefepime
7728,ceftazidime
7728,ceftriaxone
7728,ciprofloxacin
7728,gentamicin
7728,imipenem
7728,levofloxacin
7728,meropenem
7728,tobramycin
7728,trimethoprim-sulfamethoxazole
7729,amikacin
7729,ampicillin
7729,aztreonam
7729,cefazolin
7729,cefotaxime
7729,cefotetan
7729,ceftazidime
7729,ceftriaxone
7729,ciprofloxacin
7729,gentamicin
7729,levofloxacin
7729,nitrofurantoin
7729,tobramycin
7730,amikacin
7730,ampicillin
7730,aztreonam
7730,cefazolin
7730,cefotaxime
7730,cefotetan
7730,ceftazidime
7730,ceftriaxone
7730,ciprofloxacin
7730,gentamicin
7730,levofloxacin
7730,nitrofurantoin
7730,tobramycin
7731,amikacin
7731,ampicillin
7731,aztreonam
7731,cefazolin
7731,cefoxitin
7731,ceftazidime
7731,ceftriaxone
7731,ciprofloxacin
7731,gentamicin
7731,levofloxacin
7731,nitrofurantoin
7731,tobramycin
7732,ampicillin
7732,aztreonam
7732,cefazolin
7732,cefoxitin
7732,nitrofurantoin
7733,ampicillin
7733,aztreonam
7733,cefazolin
7733,cefoxitin
7733,ceftriaxone
7733,nitrofurantoin
7734,ampicillin
7734,aztreonam
7734,cefazolin
7734,cefoxitin
7734,nitrofurantoin
7735,amikacin
7735,ampicillin-sulbactam
7735,cefepime
7735,cefotaxime
7735,ceftazidime
7735,ceftriaxone
7735,ciprofloxacin
7735,doripenem
7735,gentamicin
7735,imipenem
7735,levofloxacin
7735,meropenem
7735,piperacillin-tazobactam
7735,tetracycline
7735,tobramycin
7735,trimethoprim-sulfamethoxazole
7736,amikacin
7736,ampicillin-sulbactam
7736,cefepime
7736,cefotaxime
7736,ceftazidime
7736,ceftriaxone
7736,ciprofloxacin
7736,colistin
7736,doripenem
7736,gentamicin
7736,imipenem
7736,levofloxacin
7736,meropenem
7736,minocycline
7736,piperacillin-tazobactam
7736,polymyxin B
7736,tetracycline
7736,tobramycin
7736,trimethoprim-sulfamethoxazole
7737,amikacin
7737,ampicillin-sulbactam
7737,cefepime
7737,cefotaxime
7737,ceftazidime
7737,ceftriaxone
7737,ciprofloxacin
7737,colistin
7737,doripenem
7737,gentamicin
7737,imipenem
7737,levofloxacin
7737,meropenem
7737,minocycline
7737,piperacillin-tazobactam
7737,polymyxin B
7737,tetracycline
7737,tobramycin
7737,trimethoprim-sulfamethoxazole
7738,amikacin
7738,ampicillin-sulbactam
7738,cefepime
7738,ceftazidime
7738,ciprofloxacin
7738,doripenem
7738,gentamicin
7738,imipenem
7738,meropenem
7738,piperacillin-tazobactam
7739,amikacin
7739,cefepime
7739,ceftazidime
7739,ciprofloxacin
7739,doripenem
7739,gentamicin
7739,imipenem
7739,meropenem
7739,piperacillin-tazobactam
7741,ciprofloxacin
7741,gentamicin
7743,ciprofloxacin
7744,ciprofloxacin
7747,ampicillin-sulbactam
7747,aztreonam
7747,cefepime
7747,cefotaxime
7747,ceftriaxone
7747,imipenem
7747,meropenem
7747,trimethoprim-sulfamethoxazole
7748,ampicillin-sulbactam
7748,aztreonam
7748,cefepime
7748,cefotaxime
7748,ceftriaxone
7748,imipenem
7748,meropenem
7748,trimethoprim-sulfamethoxazole
7749,aztreonam
7749,cefepime
7749,cefotaxime
7749,ceftriaxone
7749,imipenem
7749,meropenem
7749,trimethoprim-sulfamethoxazole
7750,aztreonam
7750,cefepime
7750,cefotaxime
7750,ceftriaxone
7750,imipenem
7750,meropenem
7750,trimethoprim-sulfamethoxazole
7751,tetracycline
7752,tetracycline
7753,tetracycline
7754,tetracycline
7755,tetracycline
7756,tetracycline
7757,tetracycline
7758,tetracycline
7759,tetracycline
7760,tetracycline
7761,tetracycline
7762,tetracycline
7763,tetracycline
7764,tetracycline
7765,tetracycline
7766,tetracycline
7767,ciprofloxacin
7767,nalidixic acid
7767,tetracycline
7768,ciprofloxacin
7768,nalidixic acid
7768,tetracycline
7769,ciprofloxacin
7769,gentamicin
7769,nalidixic acid
7769,tetracycline
7770,ciprofloxacin
7770,nalidixic acid
7770,tetracycline
7771,ciprofloxacin
7771,gentamicin
7771,nalidixic acid
7771,tetracycline
7772,ciprofloxacin
7772,nalidixic acid
7772,tetracycline
7773,ciprofloxacin
7773,nalidixic acid
7774,ciprofloxacin
7774,nalidixic acid
7774,tetracycline
7775,ciprofloxacin
7775,nalidixic acid
7775,tetracycline
7776,ciprofloxacin
7776,nalidixic acid
7776,tetracycline
7777,ciprofloxacin
7777,nalidixic acid
7778,ciprofloxacin
7778,nalidixic acid
7778,tetracycline
7779,tetracycline
7780,ciprofloxacin
7780,nalidixic acid
7780,tetracycline
7781,ciprofloxacin
7781,nalidixic acid
7781,tetracycline
7782,ciprofloxacin
7782,nalidixic acid
7782,tetracycline
7783,tetracycline
7784,ciprofloxacin
7784,nalidixic acid
7784,tetracycline
7785,tetracycline
7786,ciprofloxacin
7786,nalidixic acid
7786,tetracycline
7787,ciprofloxacin
7787,nalidixic acid
7787,tetracycline
7788,ciprofloxacin
7788,nalidixic acid
7789,ciprofloxacin
7789,nalidixic acid
7789,tetracycline
7790,ciprofloxacin
7790,nalidixic acid
7790,tetracycline
7791,tetracycline
7792,ciprofloxacin
7792,nalidixic acid
7792,tetracycline
7793,ciprofloxacin
7793,nalidixic acid
7793,tetracycline
7794,ciprofloxacin
7794,nalidixic acid
7794,tetracycline
7795,ciprofloxacin
7795,nalidixic acid
7795,tetracycline
7796,ciprofloxacin
7796,gentamicin
7796,nalidixic acid
7796,tetracycline
7797,ciprofloxacin
7797,nalidixic acid
7798,ciprofloxacin
7798,nalidixic acid
7798,tetracycline
7799,clindamycin
7799,nalidixic acid
7799,tetracycline
7800,nalidixic acid
7800,tetracycline
7801,tetracycline
7802,ciprofloxacin
7802,nalidixic acid
7802,tetracycline
7803,ciprofloxacin
7803,nalidixic acid
7803,tetracycline
7804,ciprofloxacin
7804,nalidixic acid
7804,tetracycline
7805,ciprofloxacin
7805,nalidixic acid
7805,tetracycline
7806,amikacin
7806,ampicillin-sulbactam
7806,ampicillin
7806,aztreonam
7806,cefazolin
7806,cefotaxime
7806,cefoxitin
7806,ceftazidime
7806,ceftriaxone
7806,ciprofloxacin
7806,gentamicin
7806,levofloxacin
7806,nitrofurantoin
7806,trimethoprim-sulfamethoxazole
7807,ampicillin-sulbactam
7807,ampicillin
7807,aztreonam
7807,cefazolin
7807,cefotaxime
7807,cefoxitin
7807,ceftazidime
7807,ceftriaxone
7807,ciprofloxacin
7807,gentamicin
7807,nitrofurantoin
7807,trimethoprim-sulfamethoxazole
7808,amikacin
7808,ampicillin-sulbactam
7808,ampicillin
7808,aztreonam
7808,cefazolin
7808,cefotaxime
7808,cefoxitin
7808,ceftazidime
7808,ceftriaxone
7808,ciprofloxacin
7808,gentamicin
7808,nitrofurantoin
7808,trimethoprim-sulfamethoxazole
7809,ampicillin-sulbactam
7809,ampicillin
7809,aztreonam
7809,cefazolin
7809,cefotaxime
7809,cefoxitin
7809,ceftazidime
7809,ceftriaxone
7809,ciprofloxacin
7809,gentamicin
7809,levofloxacin
7809,nitrofurantoin
7809,trimethoprim-sulfamethoxazole
7810,ampicillin-sulbactam
7810,ampicillin
7810,aztreonam
7810,cefazolin
7810,cefotaxime
7810,cefoxitin
7810,ceftazidime
7810,ceftriaxone
7810,ciprofloxacin
7810,gentamicin
7810,levofloxacin
7810,nitrofurantoin
7810,trimethoprim-sulfamethoxazole
7811,ampicillin-sulbactam
7811,ampicillin
7811,aztreonam
7811,cefazolin
7811,cefotaxime
7811,cefoxitin
7811,ceftazidime
7811,ceftriaxone
7811,ciprofloxacin
7811,gentamicin
7811,nitrofurantoin
7811,trimethoprim-sulfamethoxazole
7812,amikacin
7812,ampicillin-sulbactam
7812,ampicillin
7812,aztreonam
7812,cefazolin
7812,cefotaxime
7812,cefoxitin
7812,ceftazidime
7812,ceftriaxone
7812,ciprofloxacin
7812,gentamicin
7812,levofloxacin
7812,nitrofurantoin
7812,tetracycline
7812,tobramycin
7812,trimethoprim-sulfamethoxazole
7813,amikacin
7813,ampicillin-sulbactam
7813,ampicillin
7813,aztreonam
7813,cefazolin
7813,cefotaxime
7813,cefoxitin
7813,ceftriaxone
7813,ciprofloxacin
7813,gentamicin
7813,levofloxacin
7813,nitrofurantoin
7813,tetracycline
7813,trimethoprim-sulfamethoxazole
7814,ampicillin-sulbactam
7814,ampicillin
7814,aztreonam
7814,cefazolin
7814,cefotaxime
7814,cefoxitin
7814,ceftriaxone
7814,ciprofloxacin
7814,gentamicin
7814,levofloxacin
7814,nitrofurantoin
7814,tetracycline
7814,trimethoprim-sulfamethoxazole
7815,ampicillin-sulbactam
7815,ampicillin
7815,aztreonam
7815,cefazolin
7815,cefotaxime
7815,cefoxitin
7815,ceftriaxone
7815,ciprofloxacin
7815,gentamicin
7815,levofloxacin
7815,nitrofurantoin
7815,tetracycline
7815,trimethoprim-sulfamethoxazole
7816,amikacin
7816,ampicillin-sulbactam
7816,ampicillin
7816,aztreonam
7816,cefazolin
7816,cefotaxime
7816,cefoxitin
7816,ceftriaxone
7816,ciprofloxacin
7816,gentamicin
7816,levofloxacin
7816,nitrofurantoin
7816,tetracycline
7816,trimethoprim-sulfamethoxazole
7817,amikacin
7817,ampicillin-sulbactam
7817,ampicillin
7817,aztreonam
7817,cefazolin
7817,cefotaxime
7817,cefoxitin
7817,ceftazidime
7817,ceftriaxone
7817,ciprofloxacin
7817,gentamicin
7817,levofloxacin
7817,nitrofurantoin
7817,tetracycline
7817,trimethoprim-sulfamethoxazole
7818,amikacin
7818,ampicillin-sulbactam
7818,ampicillin
7818,aztreonam
7818,cefazolin
7818,cefotaxime
7818,cefoxitin
7818,ceftriaxone
7818,ciprofloxacin
7818,gentamicin
7818,levofloxacin
7818,nitrofurantoin
7818,tetracycline
7818,trimethoprim-sulfamethoxazole
7819,ampicillin-sulbactam
7819,ampicillin
7819,aztreonam
7819,cefazolin
7819,cefotaxime
7819,cefoxitin
7819,ceftazidime
7819,ceftriaxone
7819,ciprofloxacin
7819,gentamicin
7819,levofloxacin
7819,nitrofurantoin
7819,tetracycline
7819,tobramycin
7819,trimethoprim-sulfamethoxazole
7820,amikacin
7820,ampicillin
7820,aztreonam
7820,cefazolin
7820,ciprofloxacin
7820,gentamicin
7820,levofloxacin
7820,nitrofurantoin
7820,tetracycline
7820,trimethoprim-sulfamethoxazole
7821,ampicillin
7821,cefazolin
7821,ciprofloxacin
7821,gentamicin
7821,levofloxacin
7821,moxifloxacin
7821,nitrofurantoin
7821,tetracycline
7821,trimethoprim-sulfamethoxazole
7822,ampicillin
7822,aztreonam
7822,cefazolin
7822,ceftriaxone
7822,ciprofloxacin
7822,gentamicin
7822,levofloxacin
7822,moxifloxacin
7822,nitrofurantoin
7822,tetracycline
7822,trimethoprim-sulfamethoxazole
7823,amikacin
7823,ampicillin
7823,aztreonam
7823,cefazolin
7823,ciprofloxacin
7823,gentamicin
7823,levofloxacin
7823,nitrofurantoin
7823,tetracycline
7823,trimethoprim-sulfamethoxazole
7824,amikacin
7824,ampicillin
7824,aztreonam
7824,cefazolin
7824,ciprofloxacin
7824,gentamicin
7824,levofloxacin
7824,nitrofurantoin
7824,tetracycline
7824,trimethoprim-sulfamethoxazole
7825,amikacin
7825,ampicillin-sulbactam
7825,ampicillin
7825,aztreonam
7825,cefazolin
7825,ciprofloxacin
7825,gentamicin
7825,imipenem
7825,meropenem
7825,moxifloxacin
7825,nitrofurantoin
7825,tetracycline
7825,trimethoprim-sulfamethoxazole
7826,amikacin
7826,ampicillin-sulbactam
7826,ampicillin
7826,aztreonam
7826,cefazolin
7826,ciprofloxacin
7826,gentamicin
7826,imipenem
7826,levofloxacin
7826,meropenem
7826,nitrofurantoin
7826,tetracycline
7826,trimethoprim-sulfamethoxazole
7827,ampicillin
7827,aztreonam
7827,cefazolin
7827,ciprofloxacin
7827,gentamicin
7827,levofloxacin
7827,nitrofurantoin
7827,tetracycline
7827,trimethoprim-sulfamethoxazole
7828,ciprofloxacin
7828,gentamicin
7828,levofloxacin
7828,tetracycline
7828,trimethoprim-sulfamethoxazole
7829,ampicillin-sulbactam
7829,cefepime
7829,ciprofloxacin
7829,gentamicin
7829,imipenem
7829,levofloxacin
7829,meropenem
7829,trimethoprim-sulfamethoxazole
7830,amikacin
7830,ampicillin-sulbactam
7830,ampicillin
7830,aztreonam
7830,cefazolin
7830,cefotaxime
7830,cefotetan
7830,ceftazidime
7830,ceftriaxone
7830,ciprofloxacin
7830,gentamicin
7830,imipenem
7830,levofloxacin
7830,meropenem
7830,nitrofurantoin
7830,tobramycin
7830,trimethoprim-sulfamethoxazole
7831,amikacin
7831,ampicillin-sulbactam
7831,ampicillin
7831,aztreonam
7831,cefazolin
7831,cefotaxime
7831,cefotetan
7831,ceftazidime
7831,ceftriaxone
7831,ciprofloxacin
7831,gentamicin
7831,imipenem
7831,levofloxacin
7831,meropenem
7831,nitrofurantoin
7831,tobramycin
7831,trimethoprim-sulfamethoxazole
7832,amikacin
7832,ampicillin-sulbactam
7832,ampicillin
7832,aztreonam
7832,cefazolin
7832,cefotaxime
7832,cefotetan
7832,ceftazidime
7832,ceftriaxone
7832,ciprofloxacin
7832,gentamicin
7832,imipenem
7832,levofloxacin
7832,meropenem
7832,nitrofurantoin
7832,tobramycin
7832,trimethoprim-sulfamethoxazole
7833,amikacin
7833,ampicillin-sulbactam
7833,ampicillin
7833,aztreonam
7833,cefazolin
7833,cefotaxime
7833,cefotetan
7833,ceftazidime
7833,ceftriaxone
7833,ciprofloxacin
7833,gentamicin
7833,imipenem
7833,levofloxacin
7833,meropenem
7833,nitrofurantoin
7833,tobramycin
7833,trimethoprim-sulfamethoxazole
7834,amikacin
7834,ampicillin
7834,aztreonam
7834,cefazolin
7834,cefotaxime
7834,ceftriaxone
7834,gentamicin
7834,nitrofurantoin
7834,tetracycline
7834,tobramycin
7834,trimethoprim-sulfamethoxazole
7835,ampicillin
7835,aztreonam
7835,cefazolin
7835,cefotaxime
7835,cefoxitin
7835,ceftazidime
7835,ceftriaxone
7835,gentamicin
7835,nitrofurantoin
7835,tetracycline
7835,tobramycin
7835,trimethoprim-sulfamethoxazole
7836,ampicillin
7836,aztreonam
7836,cefazolin
7836,cefotaxime
7836,cefoxitin
7836,ceftriaxone
7836,gentamicin
7836,nitrofurantoin
7836,tetracycline
7836,tobramycin
7836,trimethoprim-sulfamethoxazole
7837,ampicillin
7837,aztreonam
7837,cefazolin
7837,cefotaxime
7837,ceftriaxone
7837,gentamicin
7837,nitrofurantoin
7837,tetracycline
7837,tobramycin
7837,trimethoprim-sulfamethoxazole
7838,ampicillin-sulbactam
7838,cefepime
7838,ceftazidime
7838,ciprofloxacin
7838,doripenem
7838,gentamicin
7838,imipenem
7838,meropenem
7838,piperacillin-tazobactam
7839,amikacin
7839,ampicillin-sulbactam
7839,cefepime
7839,ceftazidime
7839,ciprofloxacin
7839,doripenem
7839,gentamicin
7839,imipenem
7839,meropenem
7839,piperacillin-tazobactam
7840,amikacin
7840,ampicillin-sulbactam
7840,cefepime
7840,ceftazidime
7840,ciprofloxacin
7840,doripenem
7840,gentamicin
7840,imipenem
7840,meropenem
7840,piperacillin-tazobactam
7841,ampicillin
7841,aztreonam
7841,cefazolin
7841,cefoxitin
7841,nitrofurantoin
7843,amikacin
7843,ceftazidime
7843,ciprofloxacin
7843,doripenem
7843,gentamicin
7843,meropenem
7843,piperacillin-tazobactam
7844,ceftazidime
7844,ceftriaxone
7844,ciprofloxacin
7844,gentamicin
7844,levofloxacin
7844,trimethoprim-sulfamethoxazole
7845,amikacin
7845,ampicillin-sulbactam
7845,cefepime
7845,cefotaxime
7845,ceftazidime
7845,ceftriaxone
7845,ciprofloxacin
7845,doripenem
7845,gentamicin
7845,imipenem
7845,levofloxacin
7845,meropenem
7845,piperacillin-tazobactam
7845,tetracycline
7845,tobramycin
7845,trimethoprim-sulfamethoxazole
7848,tetracycline
7849,tetracycline
7850,tetracycline
7852,tetracycline
7854,tetracycline
7855,tetracycline
7857,tetracycline
7860,tetracycline
7861,tetracycline
7862,tetracycline
7863,tetracycline
7864,tetracycline
7865,tetracycline
7866,tetracycline
7867,tetracycline
7868,tetracycline
7869,tetracycline
7870,tetracycline
7871,tetracycline
7872,tetracycline
7873,ciprofloxacin
7873,nalidixic acid
7873,tetracycline
7874,tetracycline
7875,tetracycline
7876,tetracycline
7877,tetracycline
7878,tetracycline
7879,tetracycline
7880,tetracycline
7881,tetracycline
7882,ciprofloxacin
7882,nalidixic acid
7882,tetracycline
7883,tetracycline
7884,ciprofloxacin
7884,gentamicin
7884,nalidixic acid
7884,tetracycline
7885,tetracycline
7886,telithromycin
7886,tetracycline
7887,tetracycline
7888,tetracycline
7889,tetracycline
7890,tetracycline
7891,tetracycline
7892,tetracycline
7893,tetracycline
7894,tetracycline
7895,tetracycline
7896,tetracycline
7897,tetracycline
7898,tetracycline
7899,tetracycline
7900,tetracycline
7901,tetracycline
7902,tetracycline
7903,tetracycline
7906,tetracycline
7907,tetracycline
7909,ciprofloxacin
7909,nalidixic acid
7915,erythromycin
7917,erythromycin
7918,clindamycin
7918,erythromycin
7919,cefuroxime
7919,meropenem
7920,cefuroxime
7920,erythromycin
7921,ampicillin
7921,oxacillin
7923,chloramphenicol
7923,clindamycin
7923,erythromycin
7923,tetracycline
7923,trimethoprim-sulfamethoxazole
7924,cefuroxime
7924,chloramphenicol
7924,clindamycin
7924,erythromycin
7924,tetracycline
7924,trimethoprim-sulfamethoxazole
7925,clindamycin
7925,erythromycin
7925,tetracycline
7925,trimethoprim-sulfamethoxazole
7926,cefuroxime
7926,erythromycin
7926,meropenem
7927,amikacin
7927,amoxicillin-clavulanic acid
7927,ampicillin-sulbactam
7927,ampicillin
7927,aztreonam
7927,cefepime
7927,cefotaxime
7927,cefoxitin
7927,ceftazidime
7927,cefuroxime
7927,ciprofloxacin
7927,ertapenem
7927,gentamicin
7927,levofloxacin
7927,meropenem
7927,piperacillin-tazobactam
7927,tobramycin
7927,trimethoprim-sulfamethoxazole
7928,amoxicillin-clavulanic acid
7928,ampicillin-sulbactam
7928,ampicillin
7928,aztreonam
7928,cefepime
7928,cefotaxime
7928,cefoxitin
7928,ceftazidime
7928,cefuroxime
7928,ciprofloxacin
7928,colistin
7928,ertapenem
7928,fosfomycin
7928,levofloxacin
7928,meropenem
7928,piperacillin-tazobactam
7928,tobramycin
7928,trimethoprim-sulfamethoxazole
7929,amoxicillin-clavulanic acid
7929,ampicillin-sulbactam
7929,ampicillin
7929,aztreonam
7929,cefepime
7929,cefotaxime
7929,cefoxitin
7929,ceftazidime
7929,cefuroxime
7929,cephalothin
7929,ciprofloxacin
